,title,startYear,runtimeMinutes,genres,actor_or_actress,director,producer,averageRating,numVotes,adult,backdrop_path,original_language,overview,poster_path,production_countries,release_date,production_companies_name
487,State buoni se potete,1983,115.0,"Comedy,Drama,History","Giovanni Crippa (\N, \N), Eurilla del Bono (1950, \N), Roberto Farris (\N, \N), Federica Mastroianni (\N, \N)","Luigi Magni (1928, 2013)","Carlo Cucchi (\N, \N)",8.0,1508,False,/brLxRhtcD3WsXFzElR2HCJ4iP9N.jpg,it,"Around the year 1500, the Italian priest Don Filippo Neri helps street kids and orphans in his poor little chapel. He is no clergyman by the book, but a true believer in terms good and bad and he teaches this to his children. Neri is not very well-seen by the church and his only ""friend"" is the dry, humorless Ignatius De Loyola. But Neris real counterpart is the devil himself, working in endless incarnations in Neris direct neighborhood, trying to seduce his kids. His newest kid is the young thief Cirifischio, making a lot of problems. When Cirifischio has an argument with a young boy of a local aristocrat, the boy turns out to be a girl, the young Leonetta, some kind of a sex slave for her owner. Neri adopts her too, and the young people fall in love. 15 Years later, the devil is back and leads Cirifiscio onto a murder. Now lawless, the thief must flee Neri and leave Leonetta back...",/Fq4foRnHjIfqzrsYAdhBHpG75R.jpg,['IT'],1983-04-01,"['Excelsior Cinematografica', 'RAI']"
488,Tisícrocná vcela,1983,162.0,"Comedy,Drama,War","Igor Cillík (1941, 2010), Jana Janovská (1928, \N), Pavol Mikulík (1944, 2007), Ivana Valesová (1948, \N)","Juraj Jakubisko (1938, 2023)",,7.8,644,False,/qY3y2GreovpaeQA3YHITPS6tZnZ.jpg,sk,"A family saga taking place mostly in a small Slovak village over a period of thirty years (1887–1917). The first part captures the life of Martin Pichandu in the development of his craft, masonry; in the second part, his son is center stage living in a period of socio-political crisis, which ultimately results in the first World War. After originally airing on Czechoslovakian television in 1983 as a four-part 226-minute mini-series, this production received a 163-minute theatrical release in 1984.",/oXCLliSnNk4YF4RA2adTC7N9YV5.jpg,"['AT', 'XC', 'DE']",1984-03-01,"['Beta Film', 'Československá televízia Bratislava', 'Slovenská filmová tvorba Koliba (SFT)']"
489,Tri veteráni,1984,96.0,"Adventure,Comedy,Family","Jirí Kaftan (1935, 2011), Vida Neuwirthová (1962, \N)","Oldrich Lipský (1924, 1986)",,7.8,1348,False,,cs,"It is a story of three veterans released from the army. During one night spent camping in the country they one by one wake up and meet three elvish brothers. Each of the veterans is given a magic item - one gets magic harp that provides him with servants by wish, other one endless pouch of gold and the last one owns magic hat that can create all the staff excluding money and people.",/1Rlq42VH5JQtRufuLJ2Nsmjxo2m.jpg,['XC'],1984-07-01,['Filmové studio Barrandov']
490,Amadeus,1984,160.0,"Biography,Drama,Music","Christine Ebersole (1953, \N)","Milos Forman (1932, 2018)",,8.4,448447,False,/hCHO4FMRSJdGf0urLtGnST9Lhi3.jpg,en,"Wolfgang Amadeus Mozart is a remarkably talented young Viennese composer who unwittingly finds a fierce rival in the disciplined and determined Antonio Salieri. Resenting Mozart for both his hedonistic lifestyle and his undeniable talent, the highly religious Salieri is gradually consumed by his jealousy and becomes obsessed with Mozart's downfall, leading to a devious scheme that has dire consequences for both men.",/1n5VUlCqgmVax1adxGZm8oCFaKc.jpg,['US'],1984-09-19,"['AMLF', 'The Saul Zaentz Company']"
491,Le baiser de Tosca,1984,87.0,"Documentary,Music","Giuseppe Manacchini (\N, \N)","Daniel Schmid (1941, 2006)",,7.9,218,False,/2r34tfzFG4ivoEkLBOpWSCRuCLp.jpg,it,"Memoirs of the Italian Opera by the singers and musicians of the Casa Verdi, Milan, the world’s first nursing home for retired opera singers, founded by composer Giuseppe Verdi in 1896. This documentary, which has achieved cult-like status among opera and music lovers, features former singers who reminisce about their careers and their past operatic roles.",/228GW4u8l31XtAEGkeKItHVGJft.jpg,['CH'],1984-08-12,"['T&C Film', 'Radiotelevisione Svizzera Italiana (RTSI)', 'SRG SSR']"
492,Balkanski spijun,1984,95.0,"Comedy,Drama",,"Dusan Kovacevic (1948, \N), Bozidar 'Bota' Nikolic (1942, 2021)",,8.8,12995,False,/fCpvr7eR7HtPQMH6O8iAc73zjcw.jpg,sh,"Convinced that his subtenant is a spy and an enemy of the state, Ilija Čvorović falls into deep paranoia which leads to absurd and destructive chain of events.",/2YxqcDSawVkJ99jU0Ji1gJAKJan.jpg,['YU'],1984-02-23,['Union film']
493,Davitelj protiv davitelja,1984,96.0,"Comedy,Crime,Horror","Srdjan Saper (1958, \N), Branislav Zeremski (1959, \N)","Slobodan Sijan (1946, \N)",,8.0,4704,False,/6nZx19dEENHeguYB0hfvuSUNVuG.jpg,sh,"When it comes to crime, Belgrade is same as any other modern metropolis, except for having its own serial killers. That blank is filled when a flower salesman begins strangling women. A popular, but very disturbed rock star soon becomes telepathically connected with the killer.",/uE9HN2MJEZcbtaS4YevRu7QvFnF.jpg,['YU'],1984-06-18,['Centar film']
494,Fu rong zhen,1987,164.0,"Drama,History,Romance","Wen Jiang (1963, \N), Linian Liu (\N, \N), Ning Xu (\N, \N), Songzi Xu (\N, \N), Guangbei Zhang (\N, \N), Zaishi Zheng (\N, \N), Shibin Zhu (\N, \N)","Jin Xie (1923, 2008)",,8.2,1530,False,/3Mq76ivPaf517IOk0VXDVlVgdfp.jpg,zh,"Based on a novel by the same name written by Gu Hua, a melodrama about the life and travails of a young woman who lives through the turmoil of the Cultural Revolution.",/zcfbDrg3bUZaJQql6gfDuoWj9pE.jpg,['CN'],1987-03-05,['Shanghai Film Studio']
495,S.O.S. fantômes,1984,105.0,"Action,Comedy,Fantasy","Steven Tash (\N, \N)","Ivan Reitman (1946, 2022)",,7.8,470426,False,/c6yfABGVKuB5cjoOwdX4AJMlzUz.jpg,en,"After losing their academic posts at a prestigious university, a team of parapsychologists goes into business as proton-pack-toting ""ghostbusters"" who exterminate ghouls, hobgoblins and supernatural pests of all stripes. An ad campaign pays off when a knockout cellist hires the squad to purge her swanky digs of demons that appear to be living in her refrigerator.",/7E8nLijS9AwwUEPu2oFYOVKhdFA.jpg,['US'],1984-06-08,"['Columbia Pictures', 'Delphi Films', 'Black Rhino Productions']"
496,Gojira Fantajî: SF Kôkyô Fantajî,1984,,"Fantasy,Music",,"Yoshimitsu Banno (1931, 2017), Jun Fukuda (1923, 2000), Ishirô Honda (1911, 1993), Senkichi Taniguchi (1912, 2007)",,7.9,103,False,/89Nii9s9970MDxIaUt6PJqVnSBI.jpg,ja,"Akira Ifukube has arranged music from his fantastic films into a three-movement symphony, presented here with scenes from the films the music was originally written for. The second half features Makoto Inoue's synthesizer arrangements of Ifukube's music. In this portion, all the music is by Ifukube, but it shows scenes from films Ifukube did not work on. Showcases footage from various monster and science fiction films from Ishiro Honda as well as scenes from Senkichi Taniguchi's Adventure of Kigan Castle.",/99txAlLEVuvKuuAgPLUhVmGRrqM.jpg,['JP'],1984-01-02,[]
497,Tsisperi mtebi anu daujerebeli ambavi,1983,97.0,"Comedy,Drama","Zeinab Botsvadze (1944, 1994), Teimuraz Chirgadze (\N, \N), Vasil Kakhniashvili (1910, 1990), Grigol Natsvlishvili (\N, \N), Ivane Sakvarelidze (1921, 2002), Darejan Sumbatashvili (\N, \N), Otar Guntsadze (\N, \N), Vladimer Mezvrishvili (\N, \N)","Eldar Shengelaia (1933, \N)",,8.6,2402,False,/gZTbDaWubQvzpSUwthuWTeXu91P.jpg,ru,An author - a passive young man - enters the Soviet-controlled bureaucracy of Georgia attempting to get his novel published only to be neglected and compartmentalized at every turn.,/8sM2doYF7wDODHyULldXUlElUjG.jpg,['SU'],1983-12-18,['Georgianfilm']
498,Hollywood Out-takes and Rare Footage,1983,83.0,"Comedy,Documentary",,"Ron Blackman (\N, \N), Bruce Goldstein (\N, \N), Stanley Sheff (\N, \N)","Ron Blackman (\N, \N)",7.8,217,False,,en,"Out-takes (mostly from Warner Bros.), promotional shorts, movie premieres, public service pleas, wardrobe tests, documentary material, and archival footage make up this star-studded voyeuristic look at the Golden age of Hollywood during the 30s, 40, and 50.",/zsiEcu4citgY3x76rnZwnrNlxhC.jpg,['US'],1983-02-25,[]
499,"István, a király",1984,100.0,"Drama,History,Music","Máté Victor (1945, \N), Feró Nagy (1946, \N), Miklós Varga (1956, \N), Gyula Vikidál (1948, \N)","Gábor Koltay (1950, \N)",,8.3,1173,False,,hu,"István, a király (""Stephen, the King"") is a Hungarian rock opera written by Levente Szörényi (music) and János Bródy (lyrics), based on the life of Saint Stephen of Hungary. The storyline was based on the play Ezredforduló (Turn of the Millennium) by Miklós Boldizsár, who co-wrote the libretto.  The opera was first staged in 1983 on an open-air stage in Budapest. This first performance was also made into a 1984 film, directed by Gábor Koltay, and its music released on an album. The musical became a smash hit and is still very popular in Hungary and among Hungarian minorities in neighboring countries.",/te2cpF0VyYgT4rmL3KGP4hfG1TF.jpg,['HU'],1984-04-19,"['Mokép', 'Mafilm', 'Magyar Filmlaboratórium Vállalat']"
500,Kaos,1984,187.0,"Comedy,Drama,Romance","Biagio Barone (\N, \N), Carlo Cartier (1951, \N), Laura Mollica (\N, \N), Salvatore Rossi (\N, \N), Franco Scaldati (1943, 2013), Pasquale Spadola (\N, \N), Orazio Torrisi (\N, \N)","Paolo Taviani (1931, 2024), Vittorio Taviani (1929, 2018)",,7.8,3305,False,/shKWUHVNRl2lNQCGDbI09pH5Xxe.jpg,it,"Five stories center on a werewolf, a feudal landlord, peasants, a ghost, and a mother and her sons.",/pLPFc7D2FKXoqSq82b4t5Tgi7YS.jpg,['IT'],1984-11-23,"['Filmtre', 'RAI']"
501,Kaze no tani no Naushika,1984,117.0,"Adventure,Animation,Sci-Fi","Minoru Yada (1931, \N)",,"Isao Takahata (1935, 2018)",8.0,190685,False,/ulVUa2MvnJAjAeRt7h23FFJVRKH.jpg,ja,"After a global war, the seaside kingdom known as the Valley of the Wind remains one of the last strongholds on Earth untouched by a poisonous jungle and the powerful insects that guard it. Led by the courageous Princess Nausicaä, the people of the Valley engage in an epic struggle to restore the bond between humanity and Earth.",/tcrkfB8SRPQCgwI88hQScua6nxh.jpg,['JP'],1984-03-11,['Topcraft']
502,La déchirure,1984,141.0,"Biography,Drama,History","Julian Sands (1958, 2023), Katherine Krapum Chey (\N, \N), Haing S. Ngor (1940, 1996)","Roland Joffé (1945, \N)",,7.8,61810,False,/SmzC77NERiB8cLdA6enIjvuS8E.jpg,en,"New York Times reporter Sydney Schanberg is on assignment covering the Cambodian Civil War, with the help of local interpreter Dith Pran and American photojournalist Al Rockoff. When the U.S. Army pulls out amid escalating violence, Schanberg makes exit arrangements for Pran and his family. Pran, however, tells Schanberg he intends to stay in Cambodia to help cover the unfolding story — a decision he may regret as the Khmer Rouge rebels move in.",/cX6Bv7natnZwQjsV9bLL8mmWjkS.jpg,['GB'],1984-11-23,"['Goldcrest', 'Enigma Productions', 'International Film Investors']"
503,Lyubov i golubi,1985,107.0,"Comedy,Drama,Romance","Igor Lyakh (1962, 2018), Lada Sizonenko (\N, \N)","Vladimir Menshov (1939, 2021)",,7.9,6003,False,/yZIjfRdBOjOXK6X46IuvmGn7zJE.jpg,ru,"One of the most favorite Soviet comedies, a screen version of the play of the same name by Vladimir Gurkin. Each of us knows the story of Vasily, who went to the resort, succumbed to the charms of a femme fatale Raisa Zakharovna, but could not withstand two weeks of urban life, and returned to his family, where he waited for love and pigeons.",/njP3HZQpCyI9vDyVAHjYqMKdYNC.jpg,['SU'],1984-01-07,['Mosfilm']
504,Mauvaise conduite,1984,112.0,Documentary,,"Néstor Almendros (1930, 1992), Orlando Jiménez Leal (1941, \N)","Michel Thoulouze (\N, \N)",7.9,133,False,,fr,"The story of the persecution of homosexuals and intellectuals in Cuba under Fidel Castro's dictatorship, from the beginning of the Cuban Revolution (1953-59) until the early 1980s. Interviews with relevant personalities of Cuban culture who suffered persecution demonstrate that concentration camps for gays existed in Cuba.",/wYqZ3J0EAYXOTpy9vJkLZxTXu4l.jpg,['FR'],1984-03-21,"['Antenne 2', 'Les Films du Losange']"
505,S certy nejsou zerty,1985,95.0,"Adventure,Comedy,Family","Dana Bartunková (1957, \N), Monika Pelcová (1965, \N)","Hynek Bocan (1938, \N)",,8.0,1482,False,/6jpg5coTa3kJ8yAJhzm7ZhXUWvL.jpg,cs,"Dorota, a bad woman married the miller, out of sheer greed drives him to death. She then took the mill away from his son Peter and threw him out of the hime. Lucifer, who is known to rule in hell, sends out the devil Janek. He is supposed to fetch Dorota because the measure of her earthly sins is overflowing. But the devil himself can not handle this evil woman and flees to the military. There he meets Peter. By joining forces, they finally succeed in transporting the wicked Dorota to hell. Since then hell is hell. But for Peter, who is suddenly in possession of a magic mantle, begins a nice time, because strangely, the prince shows great interest in him.",/7CJxnSQMPr7Ukyodbde3nYQJ9DI.jpg,['XC'],1985-10-01,['Filmové studio Barrandov']
506,Il était une fois en Amérique,1984,229.0,"Crime,Drama",,"Sergio Leone (1929, 1989)",,8.3,394986,False,/kZLiern9uHe0m2Ri5mUUrPu4dbG.jpg,en,"A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan over thirty years later, where he once again must confront the ghosts and regrets of his old life.",/i0enkzsL5dPeneWnjl1fCWm6L7k.jpg,"['US', 'IT']",1984-05-23,"['The Ladd Company', 'Embassy International Pictures', 'Rafran Cinematografica', 'Warner Bros. Pictures', 'PSO']"
507,"Paris, Texas",1984,145.0,Drama,"Sam Berry (\N, \N), Hunter Carson (1975, \N), Claresie Mobley (\N, \N), Socorro Valdez (1953, \N)","Wim Wenders (1945, \N)",,8.1,131361,False,/moTOuNKnM2phZCYPF49Y1Hb7WJj.jpg,en,"A man wanders out of the desert not knowing who he is. His brother finds him, and helps to pull his memory back of the life he led before he walked out on his family and disappeared four years earlier.",/7G6ea5djDvCxfqfoMAX8479T4UB.jpg,"['FR', 'DE', 'GB', 'US']",1984-08-23,"['Channel Four Films', 'Pro-ject Filmproduktion', 'Argos Films', 'Wim Wenders Stiftung', 'WDR', 'Road Movies', '20th Century Fox']"
508,Rozpustený a vypustený,1985,85.0,"Comedy,Crime","Jaroslava Adamová (1925, 2012), Marek Brodský (1959, \N), Veronika Jeníková (1964, \N)","Ladislav Smoljak (1931, 2010)",,7.8,606,False,/fIKhwKNrYVd6kWfPu7ISCypo6t3.jpg,cs,A police inspector and inexperienced trainee search for a mysteriously disappeared manufacturer of ointments for hair growth.,/snDjB8B5MhlBGzidQl4ClFXra1c.jpg,['XC'],1984-12-31,['Filmové studio Barrandov']
509,Saaransh,1984,137.0,Drama,"Vijay Kashyap (\N, \N), Anupam Kher (1955, \N), Akash Khurana (\N, \N), Alok Nath (1956, \N), Kishore Jariwala (\N, \N)","Mahesh Bhatt (1948, \N)",,8.1,2082,False,/sb1YwjQdDTQO0h2WU7OpdCS49Oh.jpg,hi,A retired school teacher and his wife come to terms with life after the death of their only son in a mugging incident on the streets of New York.,/pSGvEfaQvKGyH1N8dQBt3F2lJKK.jpg,['IN'],1984-05-25,['Rajshri Productions']
510,Los santos inocentes,1984,107.0,Drama,"Belén Ballesteros (\N, \N), Juan Sachez (\N, \N), Susana Sánchez (\N, \N)","Mario Camus (1935, 2021)","Julián Mateos (1938, 1996)",8.1,5036,False,/deGrGTIKoFNRGhtxB5d8kDm7ZRu.jpg,es,"Somewhere in the spanish country, in the 60s. Paco and his wife Régula are very poor. They work as tenant farmers for a very wealthy landowner. They have 3 children. One is backward. The others can not got to school because the master ""needs"" their work. When Regula's brother is fired from where he has worked for 61 years, he settles down at their little place... An attack against the archaism of the spanish country of the 60s.",/qbUhhlZ0gSGTp4WARxt2mm8J9Ze.jpg,['ES'],1984-04-04,"['Ganesh Pictures', 'TVE']"
511,Stop Making Sense,1984,88.0,"Documentary,Music",,"Jonathan Demme (1944, 2017)","Gary Goetzman (1952, \N)",8.7,22668,False,/iLxliFy7HrIbKGHTdwVfgKeQLwG.jpg,en,"A concert film documenting Talking Heads at the height of their popularity, on tour for their 1983 album ""Speaking in Tongues."" The band takes the stage one by one and is joined by a cadre of guest musicians for a career-spanning and cinematic performance that features creative choreography and visuals.",/uFMsMsk1NGo0QWs9IHknZVHSe4O.jpg,['US'],1984-11-16,"['Talking Heads', 'Arnold Stiefel Company', 'Palm Pictures']"
512,Streetwise,1984,91.0,"Documentary,Drama",,"Martin Bell (1943, \N)","Cheryl McCall (1950, 2005)",8.2,3317,False,/eR8hCLu5ggNq1udzpG2KHGY9nEH.jpg,en,"This documentary about teenagers living on the streets in Seattle began as a magazine article. The film follows nine teenagers who discuss how they live by panhandling, prostitution, and petty theft.",/bSUEofVD45JNhojJ7FRBOrC8Tyu.jpg,['US'],1984-12-07,"['Bear Creek', 'Angelika Films']"
513,The Terminator,1984,107.0,"Action,Adventure,Sci-Fi","Bess Motta (1958, \N)","James Cameron (1954, \N)","Gale Anne Hurd (1955, \N)",8.1,964671,False,/wh4ze6klUbeichAj603OKZwY1W5.jpg,en,"In the post-apocalyptic future, reigning tyrannical supercomputers teleport a cyborg assassin known as the ""Terminator"" back to 1984 to kill Sarah Connor, whose unborn son is destined to lead insurgents against 21st century mechanical hegemony. Meanwhile, the human-resistance movement dispatches a lone warrior to safeguard Sarah. Can he stop the virtually indestructible killing machine?",/kdYu7YJJP0uuGEuhUX5toqvBSog.jpg,"['GB', 'US']",1984-10-26,"['Orion Pictures', 'Pacific Western', 'Hemdale Film', 'Cinema 84', 'Euro Film Funding']"
514,This Is Spinal Tap,1984,82.0,"Comedy,Music","Chazz Dominguez (\N, \N), Shari Hall (\N, \N), Tony Hendra (1941, 2021), R.J. Parnell (1951, 2022), Kimberly Stringer (\N, \N), David Kaff (\N, \N)","Rob Reiner (1947, \N)","Karen Murphy (\N, \N)",7.9,151523,False,/mQoSPZ8LR8d1ExCLWlcp8dlI78G.jpg,en,"""This Is Spinal Tap"" shines a light on the self-contained universe of a metal band struggling to get back on the charts, including everything from its complicated history of ups and downs, gold albums, name changes and undersold concert dates, along with the full host of requisite groupies, promoters, hangers-on and historians, sessions, release events and those special behind-the-scenes moments that keep it all real.",/z2LA8eBTSuuPC4NBhIZRNIwpimH.jpg,['US'],1984-05-04,['Spinal Tap Prod.']
